x1,x2,x3,x4,x5,x6,x7,x8,x9,is_reachable,is_won,is_draw,winning_player,is_won_and_reachable,is_draw_and_reachable,hash
0,1,2,0,1,0,0,0,0,true,false,false,0,false,false,16526505192080980988
0,1,2,0,1,0,0,0,1,false,false,false,0,false,false,14248848533068768498
0,1,2,0,1,0,0,0,2,true,false,false,0,false,false,5126469465262106904
0,1,2,0,1,1,0,0,0,false,false,false,0,false,false,10261292746453654746
0,1,2,0,1,1,0,0,1,false,false,false,0,false,false,7952779355538586072
0,1,2,0,1,1,0,0,2,true,false,false,0,false,false,17276476030170464870
0,1,2,0,1,2,0,0,0,true,false,false,0,false,false,7864780567095927144
0,1,2,0,1,2,0,0,1,true,false,false,0,false,false,5556306797119914606
0,1,2,0,1,2,0,0,2,true,true,false,2,true,false,14879963855107692276
0,1,0,0,1,0,0,1,0,false,false,false,0,false,false,522680974356533806
0,1,0,0,1,0,0,1,1,false,true,false,1,false,false,16697503408300932908
0,1,0,0,1,0,0,1,2,false,true,false,1,false,false,7003061806500626506
0,1,0,0,1,1,0,1,0,false,true,false,1,false,false,12136719577566918516
0,1,0,0,1,1,0,1,1,false,true,false,1,false,false,9819203389621112842
0,1,0,0,1,1,0,1,2,false,true,false,1,false,false,705581004216771728
0,1,0,0,1,2,0,1,0,false,true,false,1,false,false,10316707754305371034
0,1,0,0,1,2,0,1,1,false,true,false,1,false,false,7999187163984553112
0,1,0,0,1,2,0,1,2,true,true,false,1,true,false,16755852360728095014
0,1,1,0,1,0,0,1,0,false,true,false,1,false,false,251846714642477692
